username,password,firstname,lastname,email,auth,city,country,timezone,lang,institution,department,idnumber,phone1,phone2,address,profile_field_parent_type,profile_field_parent_occupation,profile_field_parent_qualification,profile_field_parent_annual_income,profile_field_preferred_language,profile_field_consent_student_data,profile_field_aadhaar_last4,profile_field_aadhaar_masked,profile_field_aadhaar_consent
dps.par.00282,DronaParent2026!,Dave,Parent,dps.par.00282@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00282,+91-9500000282,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00283,DronaParent2026!,Bhatt,Parent,dps.par.00283@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00283,+91-9500000283,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00284,DronaParent2026!,Panchal,Parent,dps.par.00284@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00284,+91-9500000284,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00285,DronaParent2026!,Makwana,Parent,dps.par.00285@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00285,+91-9500000285,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00286,DronaParent2026!,Jadeja,Parent,dps.par.00286@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00286,+91-9500000286,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00287,DronaParent2026!,Gohil,Parent,dps.par.00287@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00287,+91-9500000287,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00288,DronaParent2026!,Barot,Parent,dps.par.00288@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00288,+91-9500000288,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00289,DronaParent2026!,Patel,Guardian,dps.par.00289@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00289,+91-9500000289,,"Ahmedabad, Gujarat",Guardian,Service,Graduate,,Gujarati,1,,,0
dps.par.00290,DronaParent2026!,Desai,Parent,dps.par.00290@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00290,+91-9500000290,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00291,DronaParent2026!,Mehta,Parent,dps.par.00291@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00291,+91-9500000291,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00292,DronaParent2026!,Joshi,Parent,dps.par.00292@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00292,+91-9500000292,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00293,DronaParent2026!,Trivedi,Parent,dps.par.00293@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00293,+91-9500000293,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00294,DronaParent2026!,Parmar,Parent,dps.par.00294@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00294,+91-9500000294,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00295,DronaParent2026!,Solanki,Parent,dps.par.00295@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00295,+91-9500000295,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00296,DronaParent2026!,Thakkar,Parent,dps.par.00296@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00296,+91-9500000296,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00297,DronaParent2026!,Prajapati,Parent,dps.par.00297@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00297,+91-9500000297,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00298,DronaParent2026!,Chauhan,Guardian,dps.par.00298@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00298,+91-9500000298,,"Ahmedabad, Gujarat",Guardian,Service,Graduate,,Gujarati,1,,,0
dps.par.00299,DronaParent2026!,Vyas,Parent,dps.par.00299@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00299,+91-9500000299,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00300,DronaParent2026!,Dave,Parent,dps.par.00300@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00300,+91-9500000300,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
